total,interest_rate,output_wage,expectations,expectations_output_wage
0.000273430191513314,0.000729271785285569,-0.00278143392085209,0.113648656342514,-0.111323064015434
0.000253350291111496,0.000778862502365787,-0.00268592072712148,0.120091446505582,-0.117931037989715
0.000234670090455069,0.00083182210696236,-0.00259443344220067,0.126678361457651,-0.124681080031958
0.000217494650200526,0.00088838032472731,-0.00250816935456707,0.133399139517511,-0.131561855837471
0.000201848461834729,0.00094878231965814,-0.002428232897739,0.140241763059278,-0.138560464019362
0.00018769892991776,0.00101328979086811,-0.00235564162520643,0.147192358432143,-0.145662307667887
0.000174974729942352,0.00108218213155393,-0.00229133244646546,0.154235090140232,-0.152850965095378
0.000163579950999694,0.00115575765763756,-0.00223616808493228,0.161352049531889,-0.160108059153594
0.000153404804945114,0.00123433491320539,-0.00219094372017046,0.16852313824345,-0.16741312463154
0.00014433356884137,0.00131825405973292,-0.00215639377913288,0.175725946643042,-0.174743473354801
0.000136250322687484,0.00140787835609461,-0.0021331988438258,0.182935627525554,-0.182074056715136
0.000129042951155322,0.00150359573648737,-0.00212199264581534,0.190124765319971,-0.189377325459488
0.000122605797374007,0.00160582049364106,-0.00212336912125246,0.197263241084383,-0.196623086659397
0.000116841285678221,0.00171499507498813,-0.00213788950345644,0.204318093582355,-0.203778357868208
0.000111660770694277,0.00183159199986422,-0.00216608943357765,0.211253376756275,-0.210807218551867
0.00010698481857622,0.00195611590625322,-0.00220848607334781,0.218030013939079,-0.217670658953408
0.000102743083409806,0.00208910573608779,-0.00226558520741102,0.224605649175069,-0.224326426620336
9.88739068340569e-05,0.00223113706868927,-0.00233788832619564,0.230934496053572,-0.230728870889232
9.53237390964891e-05,0.00238282461252745,-0.00242589968367117,0.236967184495199,-0.236828785684959
9.20464565455836e-05,0.00254482486614295,-0.00253013332765509,0.24265060597046,-0.242573251052403
8.90026299963309e-05,0.00271783895981428,-0.00265112010359509,0.247927757673626,-0.247905473899849
8.61587867928559e-05,0.00290261569027644,-0.00278941463584998,0.252737586221138,-0.252764628488771
8.34866910155644e-05,0.00309995476167449,-0.00294560229358765,0.257014831493969,-0.25708569727104
8.09626646101501e-05,0.00331071024678444,-0.00312030615132921,0.260689871296456,-0.260799312727302
7.85669586148107e-05,0.00353579428349922,-0.00331419395703488,0.263688567561153,-0.263831600929002
7.62831819890147e-05,0.00377618102258881,-0.00352798512338094,0.265932114888671,-0.26610402760589
7.40977892800682e-05,0.00403291084382319,-0.00376245776054027,0.267336892275961,-0.267533247569964
7.19996285975023e-05,0.00430709485872336,-0.00401845577138469,0.267814318952405,-0.268030958411147
6.997954641677e-05,0.00459991971941203,-0.00429689603251119,0.267270715313917,-0.267503759454401
6.80300444447444e-05,0.00491265275439906,-0.00459877568698783,0.265607170018804,-0.265853017041771
6.61449861056431e-05,0.00524664745352112,-0.00492517957708957,0.262719414386077,-0.262974737276403
6.43193482889353e-05,0.00560334932577857,-0.00527728784767204,0.258497705317516,-0.258759447447334
6.25490099471263e-05,0.00598430215541444,-0.00565638375315971,0.252826718048278,-0.253092087440586
6.08305762680882e-05,0.00639115468333486,-0.00606386170348321,0.245585450117965,-0.245851912521548
5.91612340607166e-05,0.00682566774275832,-0.00650123558657904,0.236647138044753,-0.236912408966871
5.75386306594319e-05,0.00728972188000431,-0.00697014740747117,0.22587918827723,-0.226141224119104
5.59607770370792e-05,0.00778532549338839,-0.00747237628629376,0.213143124097497,-0.213400112527554
5.44259671494712e-05,0.00831462352544397,-0.00800984786005879,0.198294550245288,-0.198544899943524
5.2932716979521e-05,0.00887990674611308,-0.00858464413550106,0.181183137138578,-0.18142546703221
5.14797120268036e-05,0.0094836216670515,-0.00919901384286511,0.161652626668583,-0.161885754780743
5.00657657316713e-05,0.0101283811300041,-0.00985538334326842,0.139540861655816,-0.13976379367682
4.86897937755815e-05,0.0108169756149979,-0.0105563681449622,0.114679841163426,-0.114891758839686
4.73507840472703e-05,0.0115523853174024,-0.0113047850869532,0.0868958039760444,-0.0870960534224463
4.60477834424604e-05,0.0123377930460099,-0.0121036652513419,0.0560093426666943,-0.0561974226779198
4.47798812167869e-05,0.0131765979980533,-0.0129562676692437,0.0218355507885271,-0.0220111012361199
4.35462005361687e-05,0.0140724304707344,-0.0138660938885227,-0.015815794153532,0.0156530037718565
4.23458878596622e-05,0.0150291675729075,-0.0148369034753183,-0.0571400091793051,0.0569900909695756
4.11781162223081e-05,0.0160509500049894,-0.0158727305254162,-0.102337242868667,0.102200201505316
4.00420697490262e-05,0.0171421999796628,-0.0169779012656443,-0.151612167946063,0.151487911301793
3.89369520711494e-05,0.018307640360933,-0.0181570528300745,-0.205173626288659,0.205061975709872
3.78619811861572e-05,0.0195523151044172,-0.0194151533007321,-0.263234223113769,0.26313492329127
3.68163840116499e-05,0.0208816110872592,-0.0207575231076154,-0.326009866988431,0.325922595392799
3.57994065219496e-05,0.0223012814222184,-0.0221898578885712,-0.393719252185257,0.393643628058132
3.48103027189108e-05,0.0238174703567995,-0.0237182529154735,-0.466583279804566,0.466518872665959
3.38483438790024e-05,0.0254367398651675,-0.0253492291996138,-0.54482441396989,0.544770751648216
3.29128159524545e-05,0.0271660980480119,-0.0270897613962233,-0.628665969302279,0.628622545466443
3.20030070260895e-05,0.0290130294631299,-0.0289473076352477,-0.718331325784348,0.718297606963492
3.11182401623529e-05,0.0309855275181832,-0.0309298414137857,-0.814043067025411,0.814018499161176
3.02578377942483e-05,0.033092129065684,-0.0330458856938197,-0.916022037862531,0.916006052328461
2.94211421312762e-05,0.0353419513499264,-0.0353045493581571,-1.0244863171475,1.02447833629786
2.86075070926468e-05,0.0377447314659621,-0.037715566187524,-1.13965010150649,1.13964954373515
2.78163072428052e-05,0.0403108685010393,-0.0402893365317329,-1.26172249579977,1.26172878013771
2.70469305801663e-05,0.0430514685413368,-0.0430369718599299,-1.39090620596221,1.39091875621139
